5,0,0
18,3,1
9,4,1
7,1,0
1,1,0
2,1,0
37,10,1
39,18,1
38,7,1
17,2,1
52,15,1
42,13,1
31,16,1
1,0,0
1,1,0
25,6,1
0,1,0
5,0,0
1,0,0
7,2,0
